qid,vid,duration,gt_start,gt_end,gt_length,gt_center,norm_gt_center,pred_start,pred_end,pred_length,pred_center,norm_pred_center,iou,length_bucket,position_bucket
9157,O3C0weLq0Tg_510.0_660.0,150,72,90,18,81.0,0.54,68.0,94.0,26.0,81.0,0.54,0.6923076923076923,medium,middle
3007,DHHHHFojz3E_60.0_210.0,150,86,110,24,98.0,0.6533333333333333,86.0,150.0,64.0,118.0,0.7866666666666666,0.375,medium,middle
5778,DHHHHFojz3E_210.0_360.0,150,104,116,12,110.0,0.7333333333333333,82.0,92.0,10.0,87.0,0.58,0.0,medium,late
7787,DHHHHFojz3E_360.0_510.0,150,100,120,20,110.0,0.7333333333333333,102.0,118.0,16.0,110.0,0.7333333333333333,0.8,medium,late
9159,DHHHHFojz3E_510.0_660.0,150,116,128,12,122.0,0.8133333333333334,114.0,124.0,10.0,119.0,0.7933333333333333,0.5714285714285714,medium,late
9737,0q1jKhD8UZ0_360.0_510.0,150,0,20,20,10.0,0.06666666666666667,0.0,20.0,20.0,10.0,0.06666666666666667,1.0,medium,early
10269,0q1jKhD8UZ0_60.0_210.0,150,26,36,10,31.0,0.20666666666666667,30.0,48.0,18.0,39.0,0.26,0.4444444444444444,medium,early
10294,0q1jKhD8UZ0_210.0_360.0,150,94,96,2,95.0,0.6333333333333333,92.0,140.0,48.0,116.0,0.7733333333333333,0.375,short,middle
2921,6IO6lBl332U_210.0_360.0,150,78,86,8,82.0,0.5466666666666666,102.0,124.0,22.0,113.0,0.7533333333333333,0.7272727272727273,short,middle
5036,6IO6lBl332U_360.0_510.0,150,44,60,16,52.0,0.3466666666666667,42.0,60.0,18.0,51.0,0.34,0.8888888888888888,medium,middle
5375,6IO6lBl332U_60.0_210.0,150,0,2,2,1.0,0.006666666666666667,42.0,150.0,108.0,96.0,0.64,0.8307692307692308,short,early
7236,6IO6lBl332U_510.0_660.0,150,0,144,144,72.0,0.48,6.0,140.0,134.0,73.0,0.4866666666666667,0.9305555555555556,long,middle
370,CXTWqVz5rhY_60.0_210.0,150,12,60,48,36.0,0.24,12.0,40.0,28.0,26.0,0.17333333333333334,0.5833333333333334,long,early
5224,CXTWqVz5rhY_210.0_360.0,150,50,72,22,61.0,0.4066666666666667,128.0,150.0,22.0,139.0,0.9266666666666666,0.0,medium,middle
6046,CXTWqVz5rhY_360.0_510.0,150,0,36,36,18.0,0.12,0.0,40.0,40.0,20.0,0.13333333333333333,0.9,long,early
7044,CXTWqVz5rhY_510.0_660.0,150,136,150,14,143.0,0.9533333333333334,136.0,150.0,14.0,143.0,0.9533333333333334,1.0,medium,late
8878,CXTWqVz5rhY_660.0_810.0,150,98,112,14,105.0,0.7,74.0,116.0,42.0,95.0,0.6333333333333333,0.3333333333333333,medium,late
9528,W9px1LFMICg_210.0_360.0,150,0,150,150,75.0,0.5,0.0,150.0,150.0,75.0,0.5,1.0,long,middle
9634,W9px1LFMICg_360.0_510.0,150,0,150,150,75.0,0.5,2.0,150.0,148.0,76.0,0.5066666666666667,0.9866666666666667,long,middle
9768,W9px1LFMICg_60.0_210.0,150,0,150,150,75.0,0.5,0.0,48.0,48.0,24.0,0.16,0.32,long,middle
1331,t83PFfp4TFA_210.0_360.0,150,0,28,28,14.0,0.09333333333333334,0.0,42.0,42.0,21.0,0.14,0.6666666666666666,medium,early
1487,t83PFfp4TFA_60.0_210.0,150,82,150,68,116.0,0.7733333333333333,84.0,150.0,66.0,117.0,0.78,0.9705882352941176,long,late
2518,t83PFfp4TFA_360.0_510.0,132,62,132,70,97.0,0.7348484848484849,64.0,132.0,68.0,98.0,0.7424242424242424,0.9714285714285714,long,late
1755,JHiLEkV8l_8_210.0_360.0,150,34,36,2,35.0,0.23333333333333334,28.0,82.0,54.0,55.0,0.36666666666666664,0.7407407407407407,short,early
5364,JHiLEkV8l_8_60.0_210.0,150,18,42,24,30.0,0.2,120.0,134.0,14.0,127.0,0.8466666666666667,0.0,medium,early
3307,109g6BhejP0_60.0_210.0,150,24,54,30,39.0,0.26,74.0,106.0,32.0,90.0,0.6,0.0,long,early
4457,109g6BhejP0_210.0_360.0,150,42,70,28,56.0,0.37333333333333335,42.0,68.0,26.0,55.0,0.36666666666666664,0.9285714285714286,medium,middle
6288,109g6BhejP0_360.0_510.0,126,68,116,48,92.0,0.7301587301587301,68.0,118.0,50.0,93.0,0.7380952380952381,0.96,long,late
10050,mEqAtcljxHc_60.0_210.0,150,36,50,14,43.0,0.2866666666666667,22.0,44.0,22.0,33.0,0.22,0.2857142857142857,medium,early
10242,mEqAtcljxHc_210.0_360.0,124,8,28,20,18.0,0.14516129032258066,8.0,26.0,18.0,17.0,0.13709677419354838,0.9,medium,early
3173,ngen9r1T-5w_210.0_360.0,150,0,150,150,75.0,0.5,112.0,122.0,10.0,117.0,0.78,0.06666666666666667,long,middle
3229,ngen9r1T-5w_60.0_210.0,150,48,150,102,99.0,0.66,0.0,146.0,146.0,73.0,0.4866666666666667,0.6533333333333333,long,middle
5469,ngen9r1T-5w_360.0_510.0,150,0,4,4,2.0,0.013333333333333334,28.0,90.0,62.0,59.0,0.3933333333333333,0.9354838709677419,short,early
2264,Z8MR9i08l6g_360.0_510.0,150,88,114,26,101.0,0.6733333333333333,16.0,44.0,28.0,30.0,0.2,0.0,medium,late
3005,Z8MR9i08l6g_210.0_360.0,150,88,114,26,101.0,0.6733333333333333,90.0,114.0,24.0,102.0,0.68,0.9230769230769231,medium,late
5392,Z8MR9i08l6g_60.0_210.0,150,46,78,32,62.0,0.41333333333333333,22.0,42.0,20.0,32.0,0.21333333333333335,0.0,long,middle
4608,gHFQWFXfRgQ_60.0_210.0,150,106,142,36,124.0,0.8266666666666667,26.0,144.0,118.0,85.0,0.5666666666666667,0.3050847457627119,long,late
5817,gHFQWFXfRgQ_360.0_510.0,150,0,86,86,43.0,0.2866666666666667,34.0,90.0,56.0,62.0,0.41333333333333333,0.5777777777777777,long,early
6875,gHFQWFXfRgQ_210.0_360.0,150,0,14,14,7.0,0.04666666666666667,8.0,60.0,52.0,34.0,0.22666666666666666,0.1,medium,early
1616,XzxRMH7G8Lk_210.0_360.0,150,50,72,22,61.0,0.4066666666666667,52.0,72.0,20.0,62.0,0.41333333333333333,0.9090909090909091,medium,middle
4900,XzxRMH7G8Lk_360.0_510.0,150,10,28,18,19.0,0.12666666666666668,4.0,28.0,24.0,16.0,0.10666666666666667,0.75,medium,early
5097,XzxRMH7G8Lk_60.0_210.0,150,94,124,30,109.0,0.7266666666666667,112.0,140.0,28.0,126.0,0.84,0.2608695652173913,long,late
8650,XzxRMH7G8Lk_510.0_660.0,150,0,50,50,25.0,0.16666666666666666,0.0,48.0,48.0,24.0,0.16,0.96,long,early
1021,nrIoV2MDhN0_360.0_510.0,150,62,92,30,77.0,0.5133333333333333,60.0,90.0,30.0,75.0,0.5,0.875,long,middle
3026,nrIoV2MDhN0_210.0_360.0,150,0,8,8,4.0,0.02666666666666667,100.0,150.0,50.0,125.0,0.8333333333333334,0.0,short,early
6571,nrIoV2MDhN0_60.0_210.0,150,90,108,18,99.0,0.66,90.0,108.0,18.0,99.0,0.66,1.0,medium,middle
2513,Lc4D95BLgXI_210.0_360.0,150,102,128,26,115.0,0.7666666666666667,104.0,126.0,22.0,115.0,0.7666666666666667,0.8461538461538461,medium,late
2721,Lc4D95BLgXI_360.0_510.0,150,100,128,28,114.0,0.76,100.0,134.0,34.0,117.0,0.78,0.8235294117647058,medium,late
5060,Lc4D95BLgXI_60.0_210.0,150,84,124,40,104.0,0.6933333333333334,86.0,118.0,32.0,102.0,0.68,0.8,long,late
6977,Lc4D95BLgXI_510.0_660.0,150,0,2,2,1.0,0.006666666666666667,2.0,150.0,148.0,76.0,0.5066666666666667,0.08108108108108109,short,early
8314,Lc4D95BLgXI_660.0_810.0,150,124,150,26,137.0,0.9133333333333333,96.0,150.0,54.0,123.0,0.82,0.48148148148148145,medium,late
9325,kBxxo04zr98_60.0_210.0,150,126,150,24,138.0,0.92,130.0,142.0,12.0,136.0,0.9066666666666666,0.5,medium,late
2578,UaYhvOSmzNc_60.0_210.0,150,120,150,30,135.0,0.9,124.0,150.0,26.0,137.0,0.9133333333333333,0.8666666666666667,long,late
3811,UaYhvOSmzNc_210.0_360.0,150,34,56,22,45.0,0.3,0.0,54.0,54.0,27.0,0.18,0.35714285714285715,medium,early
6266,UaYhvOSmzNc_360.0_510.0,150,42,68,26,55.0,0.36666666666666664,16.0,74.0,58.0,45.0,0.3,0.4482758620689655,medium,middle
7477,UaYhvOSmzNc_660.0_810.0,150,122,142,20,132.0,0.88,122.0,140.0,18.0,131.0,0.8733333333333333,0.9,medium,late
8442,UaYhvOSmzNc_510.0_660.0,150,96,120,24,108.0,0.72,96.0,128.0,32.0,112.0,0.7466666666666667,0.75,medium,late
919,NM0rYteX0DU_360.0_510.0,150,66,80,14,73.0,0.4866666666666667,118.0,132.0,14.0,125.0,0.8333333333333334,0.0,medium,middle
8151,NM0rYteX0DU_60.0_210.0,150,0,30,30,15.0,0.1,4.0,20.0,16.0,12.0,0.08,0.5333333333333333,long,early
8188,NM0rYteX0DU_210.0_360.0,150,94,108,14,101.0,0.6733333333333333,86.0,120.0,34.0,103.0,0.6866666666666666,0.4117647058823529,medium,late
1052,X3B-d-QsWXY_210.0_360.0,150,118,136,18,127.0,0.8466666666666667,116.0,136.0,20.0,126.0,0.84,0.9,medium,late
7830,X3B-d-QsWXY_60.0_210.0,150,68,106,38,87.0,0.58,66.0,108.0,42.0,87.0,0.58,0.9047619047619048,long,middle
7975,X3B-d-QsWXY_360.0_510.0,150,24,52,28,38.0,0.25333333333333335,20.0,42.0,22.0,31.0,0.20666666666666667,0.5625,medium,early
621,EwItjBAwCbQ_60.0_210.0,150,6,36,30,21.0,0.14,6.0,36.0,30.0,21.0,0.14,1.0,long,early
3133,EwItjBAwCbQ_210.0_360.0,150,34,70,36,52.0,0.3466666666666667,6.0,150.0,144.0,78.0,0.52,0.25,long,middle
4649,EwItjBAwCbQ_360.0_510.0,150,0,12,12,6.0,0.04,2.0,60.0,58.0,31.0,0.20666666666666667,0.3108108108108108,medium,early
825,SD3Rg6hTEzw_210.0_360.0,150,96,120,24,108.0,0.72,90.0,134.0,44.0,112.0,0.7466666666666667,0.5454545454545454,medium,late
1115,SD3Rg6hTEzw_60.0_210.0,150,72,94,22,83.0,0.5533333333333333,72.0,92.0,20.0,82.0,0.5466666666666666,0.9090909090909091,medium,middle
3215,SD3Rg6hTEzw_360.0_510.0,150,52,54,2,53.0,0.35333333333333333,138.0,150.0,12.0,144.0,0.96,0.6666666666666666,short,middle
10091,yDu6jiOdj80_210.0_360.0,150,36,54,18,45.0,0.3,42.0,60.0,18.0,51.0,0.34,0.5,medium,early
10220,yDu6jiOdj80_360.0_510.0,150,106,116,10,111.0,0.74,88.0,108.0,20.0,98.0,0.6533333333333333,0.07142857142857142,medium,late
10289,yDu6jiOdj80_60.0_210.0,150,14,28,14,21.0,0.14,130.0,150.0,20.0,140.0,0.9333333333333333,0.0,medium,early
4219,jga6urWEs7Y_360.0_510.0,150,0,24,24,12.0,0.08,0.0,38.0,38.0,19.0,0.12666666666666668,0.631578947368421,medium,early
7629,jga6urWEs7Y_210.0_360.0,150,72,104,32,88.0,0.5866666666666667,72.0,104.0,32.0,88.0,0.5866666666666667,1.0,long,middle
8019,jga6urWEs7Y_60.0_210.0,150,2,18,16,10.0,0.06666666666666667,2.0,16.0,14.0,9.0,0.06,0.875,medium,early
2024,ebCzdax-fjA_60.0_210.0,150,78,104,26,91.0,0.6066666666666667,80.0,108.0,28.0,94.0,0.6266666666666667,0.8,medium,middle
2103,ebCzdax-fjA_210.0_360.0,150,0,150,150,75.0,0.5,0.0,50.0,50.0,25.0,0.16666666666666666,0.3333333333333333,long,middle
4320,ebCzdax-fjA_360.0_510.0,150,50,74,24,62.0,0.41333333333333333,48.0,94.0,46.0,71.0,0.47333333333333333,0.5217391304347826,medium,middle
8981,ebCzdax-fjA_660.0_810.0,138,120,138,18,129.0,0.9347826086956522,118.0,138.0,20.0,128.0,0.927536231884058,0.9,medium,late
4266,0zDV_cVzPiI_60.0_210.0,150,90,108,18,99.0,0.66,126.0,140.0,14.0,133.0,0.8866666666666667,0.7777777777777778,medium,middle
6590,0zDV_cVzPiI_360.0_510.0,150,46,74,28,60.0,0.4,84.0,100.0,16.0,92.0,0.6133333333333333,0.3333333333333333,medium,middle
6656,0zDV_cVzPiI_210.0_360.0,150,32,60,28,46.0,0.30666666666666664,34.0,68.0,34.0,51.0,0.34,0.7222222222222222,medium,early
9684,5wDSfYr9bgU_210.0_360.0,150,76,92,16,84.0,0.56,78.0,106.0,28.0,92.0,0.6133333333333333,0.4666666666666667,medium,middle
10033,5wDSfYr9bgU_60.0_210.0,150,86,100,14,93.0,0.62,86.0,102.0,16.0,94.0,0.6266666666666667,0.875,medium,middle
10229,5wDSfYr9bgU_360.0_510.0,150,12,28,16,20.0,0.13333333333333333,0.0,26.0,26.0,13.0,0.08666666666666667,0.5,medium,early
922,iJmrusvmEns_210.0_360.0,150,0,8,8,4.0,0.02666666666666667,58.0,70.0,12.0,64.0,0.4266666666666667,1.0,short,early
6797,iJmrusvmEns_360.0_510.0,150,2,8,6,5.0,0.03333333333333333,80.0,90.0,10.0,85.0,0.5666666666666667,0.3333333333333333,short,early
8075,iJmrusvmEns_60.0_210.0,150,20,24,4,22.0,0.14666666666666667,60.0,70.0,10.0,65.0,0.43333333333333335,0.4,short,early
9590,GizQlpAvD8s_210.0_360.0,150,134,150,16,142.0,0.9466666666666667,58.0,70.0,12.0,64.0,0.4266666666666667,0.0,medium,late
10131,GizQlpAvD8s_60.0_210.0,150,62,68,6,65.0,0.43333333333333335,62.0,82.0,20.0,72.0,0.48,0.45454545454545453,short,middle
10200,GizQlpAvD8s_360.0_510.0,150,4,30,26,17.0,0.11333333333333333,0.0,30.0,30.0,15.0,0.1,0.8666666666666667,medium,early
3748,vNkDq7WcfxE_210.0_360.0,150,98,126,28,112.0,0.7466666666666667,110.0,128.0,18.0,119.0,0.7933333333333333,0.5333333333333333,medium,late
6132,vNkDq7WcfxE_60.0_210.0,150,72,100,28,86.0,0.5733333333333334,66.0,102.0,36.0,84.0,0.56,0.7777777777777778,medium,middle
2640,gcrsfhqTmmk_210.0_360.0,150,0,150,150,75.0,0.5,0.0,148.0,148.0,74.0,0.49333333333333335,0.9866666666666667,long,middle
3916,gcrsfhqTmmk_60.0_210.0,150,0,48,48,24.0,0.16,2.0,28.0,26.0,15.0,0.1,0.5416666666666666,long,early
4477,VoK0IcmS_5I_60.0_210.0,150,54,88,34,71.0,0.47333333333333333,54.0,88.0,34.0,71.0,0.47333333333333333,1.0,long,middle
5623,VoK0IcmS_5I_360.0_510.0,150,40,62,22,51.0,0.34,36.0,64.0,28.0,50.0,0.3333333333333333,0.7857142857142857,medium,middle
5790,VoK0IcmS_5I_210.0_360.0,150,116,138,22,127.0,0.8466666666666667,118.0,138.0,20.0,128.0,0.8533333333333334,0.9090909090909091,medium,late
2097,8v4IP_PI8AE_210.0_360.0,150,20,78,58,49.0,0.32666666666666666,26.0,82.0,56.0,54.0,0.36,0.8387096774193549,long,early
2267,8v4IP_PI8AE_360.0_510.0,150,20,62,42,41.0,0.2733333333333333,24.0,44.0,20.0,34.0,0.22666666666666666,0.47619047619047616,long,early
3279,8v4IP_PI8AE_60.0_210.0,150,64,92,28,78.0,0.52,66.0,90.0,24.0,78.0,0.52,0.8571428571428571,medium,middle
934,wk2CeU_DcBo_60.0_210.0,150,0,24,24,12.0,0.08,0.0,22.0,22.0,11.0,0.07333333333333333,0.9166666666666666,medium,early
4393,wk2CeU_DcBo_360.0_510.0,150,8,54,46,31.0,0.20666666666666667,12.0,78.0,66.0,45.0,0.3,0.6,long,early
6512,wk2CeU_DcBo_210.0_360.0,150,4,56,52,30.0,0.2,10.0,58.0,48.0,34.0,0.22666666666666666,0.8518518518518519,long,early
9579,hYGAJNV6eYY_60.0_210.0,150,28,52,24,40.0,0.26666666666666666,28.0,50.0,22.0,39.0,0.26,0.9166666666666666,medium,early
9987,hYGAJNV6eYY_210.0_360.0,150,92,106,14,99.0,0.66,82.0,106.0,24.0,94.0,0.6266666666666667,0.5833333333333334,medium,middle
10103,hYGAJNV6eYY_360.0_510.0,150,52,70,18,61.0,0.4066666666666667,0.0,58.0,58.0,29.0,0.19333333333333333,0.08571428571428572,medium,middle
338,VRoXu96WlbM_60.0_210.0,150,2,18,16,10.0,0.06666666666666667,0.0,20.0,20.0,10.0,0.06666666666666667,0.8,medium,early
1717,VRoXu96WlbM_210.0_360.0,150,36,40,4,38.0,0.25333333333333335,46.0,80.0,34.0,63.0,0.42,0.8235294117647058,short,early
5198,VRoXu96WlbM_360.0_510.0,150,26,44,18,35.0,0.23333333333333334,26.0,42.0,16.0,34.0,0.22666666666666666,0.8888888888888888,medium,early
6896,VRoXu96WlbM_660.0_810.0,150,98,120,22,109.0,0.7266666666666667,102.0,112.0,10.0,107.0,0.7133333333333334,0.45454545454545453,medium,late
8274,VRoXu96WlbM_510.0_660.0,150,34,48,14,41.0,0.2733333333333333,0.0,12.0,12.0,6.0,0.04,0.0,medium,early
436,-gNwItPwMhM_60.0_210.0,150,124,140,16,132.0,0.88,122.0,138.0,16.0,130.0,0.8666666666666667,0.7777777777777778,medium,late
3796,-gNwItPwMhM_210.0_360.0,150,106,150,44,128.0,0.8533333333333334,106.0,148.0,42.0,127.0,0.8466666666666667,0.9545454545454546,long,late
9231,rwvwrgx9cTo_60.0_210.0,150,0,66,66,33.0,0.22,4.0,84.0,80.0,44.0,0.29333333333333333,0.7380952380952381,long,early
9283,rwvwrgx9cTo_210.0_360.0,150,72,96,24,84.0,0.56,2.0,48.0,46.0,25.0,0.16666666666666666,0.0,medium,middle
389,uSAGSbauHBs_210.0_360.0,150,38,52,14,45.0,0.3,38.0,52.0,14.0,45.0,0.3,1.0,medium,early
2897,uSAGSbauHBs_60.0_210.0,150,42,150,108,96.0,0.64,56.0,148.0,92.0,102.0,0.68,0.8518518518518519,long,middle
5372,uSAGSbauHBs_360.0_510.0,150,4,18,14,11.0,0.07333333333333333,4.0,20.0,16.0,12.0,0.08,0.875,medium,early
8661,uSAGSbauHBs_510.0_660.0,150,92,124,32,108.0,0.72,118.0,148.0,30.0,133.0,0.8866666666666667,0.3125,long,late
3769,N5g7D9Qk7WI_210.0_360.0,150,86,144,58,115.0,0.7666666666666667,100.0,112.0,12.0,106.0,0.7066666666666667,0.20689655172413793,long,late
4069,N5g7D9Qk7WI_360.0_510.0,150,0,10,10,5.0,0.03333333333333333,6.0,88.0,82.0,47.0,0.31333333333333335,0.5609756097560976,medium,early
5152,N5g7D9Qk7WI_60.0_210.0,150,0,20,20,10.0,0.06666666666666667,0.0,20.0,20.0,10.0,0.06666666666666667,1.0,medium,early
7338,N5g7D9Qk7WI_660.0_810.0,150,132,142,10,137.0,0.9133333333333333,130.0,146.0,16.0,138.0,0.92,0.625,medium,late
8537,N5g7D9Qk7WI_510.0_660.0,150,0,18,18,9.0,0.06,0.0,22.0,22.0,11.0,0.07333333333333333,0.8181818181818182,medium,early
3634,hpcc5pGNKZk_360.0_510.0,150,100,148,48,124.0,0.8266666666666667,118.0,146.0,28.0,132.0,0.88,0.5833333333333334,long,late
3678,hpcc5pGNKZk_210.0_360.0,150,112,150,38,131.0,0.8733333333333333,2.0,142.0,140.0,72.0,0.48,0.20270270270270271,long,late
5182,hpcc5pGNKZk_60.0_210.0,150,0,16,16,8.0,0.05333333333333334,0.0,48.0,48.0,24.0,0.16,0.3333333333333333,medium,early
7014,hpcc5pGNKZk_510.0_660.0,150,126,146,20,136.0,0.9066666666666666,126.0,146.0,20.0,136.0,0.9066666666666666,1.0,medium,late
7309,hpcc5pGNKZk_660.0_810.0,150,136,150,14,143.0,0.9533333333333334,112.0,150.0,38.0,131.0,0.8733333333333333,0.3684210526315789,medium,late
2770,QQeXn_WIfQ8_210.0_360.0,150,24,72,48,48.0,0.32,6.0,148.0,142.0,77.0,0.5133333333333333,0.3380281690140845,long,early
4832,QQeXn_WIfQ8_360.0_510.0,150,32,40,8,36.0,0.24,104.0,120.0,16.0,112.0,0.7466666666666667,0.25,short,early
6254,QQeXn_WIfQ8_60.0_210.0,150,0,150,150,75.0,0.5,0.0,148.0,148.0,74.0,0.49333333333333335,0.9866666666666667,long,middle
7284,QQeXn_WIfQ8_510.0_660.0,150,90,94,4,92.0,0.6133333333333333,38.0,88.0,50.0,63.0,0.42,0.0,short,middle
8929,QQeXn_WIfQ8_660.0_810.0,150,108,146,38,127.0,0.8466666666666667,116.0,150.0,34.0,133.0,0.8866666666666667,0.7142857142857143,long,late
9763,A6U90Hon6bE_210.0_360.0,150,116,150,34,133.0,0.8866666666666667,118.0,150.0,32.0,134.0,0.8933333333333333,0.9411764705882353,long,late
9942,A6U90Hon6bE_60.0_210.0,150,22,44,22,33.0,0.22,8.0,54.0,46.0,31.0,0.20666666666666667,0.4782608695652174,medium,early
10176,A6U90Hon6bE_360.0_510.0,150,110,128,18,119.0,0.7933333333333333,112.0,128.0,16.0,120.0,0.8,0.8888888888888888,medium,late
222,Piw-9dOC8YQ_210.0_360.0,150,102,116,14,109.0,0.7266666666666667,28.0,46.0,18.0,37.0,0.24666666666666667,0.0,medium,late
3663,Piw-9dOC8YQ_60.0_210.0,150,8,10,2,9.0,0.06,140.0,150.0,10.0,145.0,0.9666666666666667,0.4,short,early
4157,Piw-9dOC8YQ_360.0_510.0,150,4,10,6,7.0,0.04666666666666667,54.0,66.0,12.0,60.0,0.4,0.0,short,early
8348,Piw-9dOC8YQ_510.0_660.0,150,76,150,74,113.0,0.7533333333333333,0.0,148.0,148.0,74.0,0.49333333333333335,0.48,long,late
8646,Piw-9dOC8YQ_660.0_810.0,150,76,90,14,83.0,0.5533333333333333,72.0,108.0,36.0,90.0,0.6,0.3888888888888889,medium,middle
321,FaF3OJ5e_vE_60.0_210.0,150,52,94,42,73.0,0.4866666666666667,48.0,94.0,46.0,71.0,0.47333333333333333,0.9130434782608695,long,middle
1671,FaF3OJ5e_vE_360.0_510.0,150,0,128,128,64.0,0.4266666666666667,0.0,150.0,150.0,75.0,0.5,0.8533333333333334,long,middle
2537,FaF3OJ5e_vE_210.0_360.0,150,86,92,6,89.0,0.5933333333333334,46.0,150.0,104.0,98.0,0.6533333333333333,0.5384615384615384,short,middle
8681,FaF3OJ5e_vE_510.0_660.0,150,132,150,18,141.0,0.94,88.0,150.0,62.0,119.0,0.7933333333333333,0.2903225806451613,medium,late
9885,_0u5I0OJP6U_210.0_360.0,130,0,20,20,10.0,0.07692307692307693,0.0,130.0,130.0,65.0,0.5,0.6307692307692307,medium,early
10056,_0u5I0OJP6U_60.0_210.0,150,48,72,24,60.0,0.4,22.0,132.0,110.0,77.0,0.5133333333333333,0.21818181818181817,medium,middle
571,T9ptpjvuIP8_210.0_360.0,150,30,36,6,33.0,0.22,74.0,126.0,52.0,100.0,0.6666666666666666,0.0,short,early
1952,T9ptpjvuIP8_210.0_360.0,150,30,36,6,33.0,0.22,74.0,126.0,52.0,100.0,0.6666666666666666,0.0,short,early
2656,T9ptpjvuIP8_60.0_210.0,150,118,142,24,130.0,0.8666666666666667,116.0,150.0,34.0,133.0,0.8866666666666667,0.7058823529411765,medium,late
4230,T9ptpjvuIP8_60.0_210.0,150,120,142,22,131.0,0.8733333333333333,120.0,140.0,20.0,130.0,0.8666666666666667,0.9090909090909091,medium,late
6162,T9ptpjvuIP8_360.0_510.0,150,0,24,24,12.0,0.08,0.0,148.0,148.0,74.0,0.49333333333333335,0.16216216216216217,medium,early
7432,T9ptpjvuIP8_660.0_810.0,150,120,138,18,129.0,0.86,112.0,136.0,24.0,124.0,0.8266666666666667,0.6153846153846154,medium,late
8101,T9ptpjvuIP8_360.0_510.0,150,0,24,24,12.0,0.08,0.0,40.0,40.0,20.0,0.13333333333333333,0.6,medium,early
8419,T9ptpjvuIP8_510.0_660.0,150,74,122,48,98.0,0.6533333333333333,76.0,122.0,46.0,99.0,0.66,0.9583333333333334,long,middle
1827,XWLHTkh1fAI_60.0_210.0,150,56,94,38,75.0,0.5,56.0,96.0,40.0,76.0,0.5066666666666667,0.95,long,middle
5513,XWLHTkh1fAI_360.0_510.0,150,26,70,44,48.0,0.32,36.0,62.0,26.0,49.0,0.32666666666666666,0.5909090909090909,long,early
5797,XWLHTkh1fAI_210.0_360.0,150,32,56,24,44.0,0.29333333333333333,38.0,60.0,22.0,49.0,0.32666666666666666,0.6428571428571429,medium,early
8976,XWLHTkh1fAI_660.0_810.0,150,70,78,8,74.0,0.49333333333333335,86.0,126.0,40.0,106.0,0.7066666666666667,0.65,short,middle
9052,XWLHTkh1fAI_510.0_660.0,150,102,126,24,114.0,0.76,42.0,78.0,36.0,60.0,0.4,0.0,medium,late
2755,MNmYbLZ9Z_U_210.0_360.0,150,0,22,22,11.0,0.07333333333333333,2.0,150.0,148.0,76.0,0.5066666666666667,0.14864864864864866,medium,early
4122,MNmYbLZ9Z_U_360.0_510.0,150,96,150,54,123.0,0.82,96.0,116.0,20.0,106.0,0.7066666666666667,0.37037037037037035,long,late
4786,MNmYbLZ9Z_U_60.0_210.0,150,0,42,42,21.0,0.14,2.0,150.0,148.0,76.0,0.5066666666666667,0.26666666666666666,long,early
8287,MNmYbLZ9Z_U_510.0_660.0,150,0,8,8,4.0,0.02666666666666667,102.0,134.0,32.0,118.0,0.7866666666666666,0.0,short,early
8565,MNmYbLZ9Z_U_660.0_810.0,150,50,150,100,100.0,0.6666666666666666,10.0,136.0,126.0,73.0,0.4866666666666667,0.6142857142857143,long,middle
1718,PWdPLZvdO_I_360.0_510.0,150,42,102,60,72.0,0.48,54.0,80.0,26.0,67.0,0.44666666666666666,0.43333333333333335,long,middle
4839,PWdPLZvdO_I_60.0_210.0,150,0,8,8,4.0,0.02666666666666667,106.0,118.0,12.0,112.0,0.7466666666666667,0.5714285714285714,short,early
5275,PWdPLZvdO_I_210.0_360.0,150,110,132,22,121.0,0.8066666666666666,108.0,144.0,36.0,126.0,0.84,0.6111111111111112,medium,late
4080,BVRBR8LSk9w_60.0_210.0,150,84,88,4,86.0,0.5733333333333334,14.0,48.0,34.0,31.0,0.20666666666666667,0.0,short,middle
4856,BVRBR8LSk9w_360.0_510.0,150,112,126,14,119.0,0.7933333333333333,114.0,126.0,12.0,120.0,0.8,0.8571428571428571,medium,late
6163,BVRBR8LSk9w_210.0_360.0,150,0,16,16,8.0,0.05333333333333334,0.0,16.0,16.0,8.0,0.05333333333333334,1.0,medium,early
7390,BVRBR8LSk9w_510.0_660.0,150,12,14,2,13.0,0.08666666666666667,28.0,60.0,32.0,44.0,0.29333333333333333,1.0,short,early
2647,iH1-Z6eB2cY_360.0_510.0,150,8,16,8,12.0,0.08,84.0,116.0,32.0,100.0,0.6666666666666666,0.875,short,early
2695,iH1-Z6eB2cY_210.0_360.0,150,62,150,88,106.0,0.7066666666666667,70.0,114.0,44.0,92.0,0.6133333333333333,0.5,long,late
3898,iH1-Z6eB2cY_60.0_210.0,150,18,46,28,32.0,0.21333333333333335,16.0,88.0,72.0,52.0,0.3466666666666667,0.3888888888888889,medium,early
6992,iH1-Z6eB2cY_660.0_810.0,150,64,82,18,73.0,0.4866666666666667,60.0,80.0,20.0,70.0,0.4666666666666667,0.7272727272727273,medium,middle
8293,iH1-Z6eB2cY_510.0_660.0,150,12,96,84,54.0,0.36,0.0,38.0,38.0,19.0,0.12666666666666668,0.2708333333333333,long,middle
4116,Upou7XP_KoM_210.0_360.0,150,84,128,44,106.0,0.7066666666666667,78.0,118.0,40.0,98.0,0.6533333333333333,0.68,long,late
